link,id,gender,age,nationality,noncountry,education,occupation,province,city,id.1,g_q1_public_indoor,g_q2_public_outdoor,g_q3_anti_smoking_ads,g_q4_smoking_public_venues,g_q5_accept_free_hookah,g_q6_quit_difficulty,g_q7_harmful_hookah_cigarettes,g_q8_water_filter_harmless,g_q9_flavor_reduce_harm,g_q10_workplace_smoking_restrictions,g_q11_current_tobacco_use,id.2,cs_q1_age,cs_q2_reason_gaining_peace_of_mind,cs_q2_reason_relieving_fatigue,cs_q2_reason_gaining_pleasure,cs_q2_reason_gaining_experience,cs_q2_reason_life_pressure_and_stress,cs_q2_reason_imitating_others,cs_q2_reason_as_a_hobby_and_entertainment,cs_q2_reason_feeling_of_greatness,cs_q2_reason_curiosity,cs_q2_reason_stubbornness_against_parents,cs_q2_reason_mental_emotional_problems,cs_q2_reason_hopelessness_about_the_future_of_life,cs_q2_reason_combined,cs_q3_daily_cigarette_consumption,cs_q4_morning_urge_to_smoke,cs_q5_time_to_first_cigarette,cs_q6_peak_smoking_times,cs_q7_hardest_cigarette_to_skip,cs_q8_smoke_when_sick,cs_q9_first_smoking_location,cs_q10_smoking_start_reason,cs_q11_enjoy_smoking_agreement,cs_q12_bothered_by_smoking_restrictions,cs_q13_smokers_friend_count_opinion,cs_q14_smoking_affects_respect_opinion,cs_q15_recommend_smoking_to_others,id.3,qcs_q1_wants_quit,qcs_q2_attempted_quit,qcs_q3_quitreason_illness_fear,qcs_q3_quitreason_family_insistence,qcs_q3_quitreason_for_children,qcs_q3_quitreason_healthcare_advice,qcs_q3_quitreason_workplace_rules,qcs_q3_quitreason_tired,qcs_q3_quitreason_highcost,qcs_q3_quitreason_others,qcs_q3_quitreason_combined,qcs_q4_num_attempts,qcs_q5_time_between_quits,qcs_q6_last_quit,qcs_q7_failure_reasons,qcs_q8_quit_methods,qcs_q9_withdrawal_symptoms_craving,qcs_q9_withdrawal_symptoms_irritability,qcs_q9_withdrawal_symptoms_productivecough,qcs_q9_withdrawal_symptoms_concentrationloss,qcs_q9_withdrawal_symptoms_weightgain,qcs_q9_withdrawal_symptoms_others,qcs_q9_withdrawal_symptoms_combined,qcs_q10_canquit_again,qcs_q11_supporters,id.4,hs_q1_age_started_smoking,hs_q2_reason_gaining_peace_of_mind,hs_q2_reason_relieving_fatigue,hs_q2_reason_gaining_pleasure,hs_q2_reason_gaining_experience,hs_q2_reason_life_pressure_and_stress,hs_q2_reason_imitating_others,hs_q2_reason_as_a_hobby_and_entertainment,hs_q2_reason_feeling_of_greatness,hs_q2_reason_curiosity,hs_q2_reason_stubbornness_against_parents,hs_q2_reason_mental_emotional_problems,hs_q2_reason_hopelessness_about_the_future_of_life,hs_q2_reason_combined,hs_q3_daily_hooka_consumption,hs_q4_morning_urge_to_smoke,hs_q5_time_to_first_hooka,hs_q6_peak_smoking_times,hs_q7_time_per_session,hs_q8_tobacco_type,hs_q9_hardest_hookah_to_skip,hs_q10_smoke_when_sick,hs_q11_first_time_location,hs_q12_how_start,hs_q13_enjoy_smoking_agreement,hs_q14_bothered_by_smoking_restrictions,hs_q15_smokers_friend_count_opinion,hs_q16_smoking_affects_respect_opinion,hs_q17_recommend_smoking_to_others,id.5,qhs_q1_wants_quit,qhs_q2_attempted_quit,qhs_q3_quitreason_illness_fear,qhs_q3_quitreason_family_insistence,qhs_q3_quitreason_for_children,qhs_q3_quitreason_healthcare_advice,qhs_q3_quitreason_workplace_rules,qhs_q3_quitreason_tired,qhs_q3_quitreason_highcost,qhs_q3_quitreason_others,qhs_q3_quitreason_combined,qhs_q4_num_attempts,qhs_q5_time_between_quits,qhs_q6_last_quit,qhs_q7_failure_reasons,qhs_q8_quit_methods,qhs_q9_withdrawal_symptoms_craving,qhs_q9_withdrawal_symptoms_irritability,qhs_q9_withdrawal_symptoms_productivecough,qhs_q9_withdrawal_symptoms_concentrationloss,qhs_q9_withdrawal_symptoms_weightgain,qhs_q9_withdrawal_symptoms_others,qhs_q9_withdrawal_combined,qhs_q10_canquit_again,qhs_q11_supporters,id.6,res_q1_past_month_shortness_of_breath,res_q2_productivecogh,res_q3_ability_reduces,res_q4_diagnosed_respiratory_illness,res_q5_condition_diagnosed,id.7,surveyor,surveyor_id,spam,start_date,end_date,greg_start_date,greg_end_date,res_time_sec,res_time_min,new_ser,new_sur,g_q12_current_tobacco_use
https://survey.porsline.ir/n/k/7qvDfHG/NtGC?review_token=None,NtGC,Female,39,ایرانی,,Bachelor's Degree,Employee,Fars,اسير,NtGC,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Never smoked,NtGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,NtGC,,,,,,,,,,,,,,,,,,,,,,,,,,NtGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NtGC,,,,,,,,,,,,,,,,,,,,,,,,,,NtGC,A short time,No - Never,Disagree,no,,NtGC,no,9999,,1399/12/19-02:14:12,1399/12/19-02:18:06,2021-03-09 02:14:12,2021-03-09 02:18:06,234,3.9,9999,9999,No
https://survey.porsline.ir/n/k/7qvDfHG/3rws?review_token=None,3rws,Male,34,ایرانی,,High School,Employee,Fars,شيراز,3rws,Yes,No,Yes,No,Yes,Null,Yes,No,Null,Yes,Never smoked,3rws,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rws,,,,,,,,,,,,,,,,,,,,,,,,,,3rws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rws,,,,,,,,,,,,,,,,,,,,,,,,,,3rws,Never,No - Never,Strongly disagree,no,,3rws,yes,1402,,1399/12/19-09:25:46,1399/12/19-09:29:39,2021-03-09 09:25:46,2021-03-09 09:29:39,233,3.9,1000,1402,No
https://survey.porsline.ir/n/k/7qvDfHG/CS5k?review_token=None,CS5k,Female,19,ایرانی,,Pre-University,School Student,Fars,شيراز,CS5k,Yes,Yes,Yes,No,Yes,No,No,No,Null,Yes,Never smoked,CS5k,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS5k,,,,,,,,,,,,,,,,,,,,,,,,,,CS5k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS5k,,,,,,,,,,,,,,,,,,,,,,,,,,CS5k,Never,No - Never,Strongly disagree,no,,CS5k,yes,1402,,1399/12/19-09:46:55,1399/12/19-09:51:27,2021-03-09 09:46:55,2021-03-09 09:51:27,272,4.5,1000,1402,No
https://survey.porsline.ir/n/k/7qvDfHG/f5wh?review_token=None,f5wh,Female,45,ایرانی,,Bachelor's Degree,Employee,Fars,شيراز,f5wh,Yes,Yes,Yes,No,No,Null,Yes,No,No,No,Never smoked,f5wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5wh,,,,,,,,,,,,,,,,,,,,,,,,,,f5wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5wh,,,,,,,,,,,,,,,,,,,,,,,,,,f5wh,Never,Only when I have a cold or infection,I don't know,no,,f5wh,yes,1400,,1399/12/19-11:08:22,1399/12/19-11:09:48,2021-03-09 11:08:22,2021-03-09 11:09:48,86,1.4,1000,1400,No
https://survey.porsline.ir/n/k/7qvDfHG/uxNb?review_token=None,uxNb,Female,29,ایرانی,,Bachelor's Degree,University Student,Fars,شيراز,uxNb,Yes,Null,Yes,Yes,No,No,Yes,No,No,Yes,Never smoked,uxNb,,,,,,,,,,,,,,,,,,,,,,,,,,,,uxNb,,,,,,,,,,,,,,,,,,,,,,,,,,uxNb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uxNb,,,,,,,,,,,,,,,,,,,,,,,,,,uxNb,Never,No - Never,Strongly disagree,no,,uxNb,yes,1400,,1399/12/19-11:14:15,1399/12/19-11:18:38,2021-03-09 11:14:15,2021-03-09 11:18:38,263,4.4,1000,1400,No
https://survey.porsline.ir/n/k/7qvDfHG/Tb0e?review_token=None,Tb0e,Male,18,ایرانی,,High School,University Student,Fars,شيراز,Tb0e,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Never smoked,Tb0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tb0e,,,,,,,,,,,,,,,,,,,,,,,,,,Tb0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tb0e,,,,,,,,,,,,,,,,,,,,,,,,,,Tb0e,Never,No - Never,Strongly disagree,no,,Tb0e,yes,1400,,1399/12/18-14:02:54,1399/12/18-14:08:00,2021-03-08 14:02:54,2021-03-08 14:08:00,306,5.1,1000,1400,No
https://survey.porsline.ir/n/k/7qvDfHG/yttR?review_token=None,yttR,Female,36,ایرانی,,Bachelor's Degree,Self-Employed,Fars,شيراز,yttR,Yes,Yes,Yes,No,No,Null,Yes,No,No,Yes,Never smoked,yttR,,,,,,,,,,,,,,,,,,,,,,,,,,,,yttR,,,,,,,,,,,,,,,,,,,,,,,,,,yttR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yttR,,,,,,,,,,,,,,,,,,,,,,,,,,yttR,Never,No - Never,Somewhat agree,no,,yttR,yes,1400,,1399/12/19-11:18:44,1399/12/19-11:20:11,2021-03-09 11:18:44,2021-03-09 11:20:11,87,1.4,1000,1400,No
https://survey.porsline.ir/n/k/7qvDfHG/ISvo?review_token=None,ISvo,Male,45,ایرانی,,Diploma,Self-Employed,Fars,شيراز,ISvo,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Never smoked,ISvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISvo,,,,,,,,,,,,,,,,,,,,,,,,,,ISvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISvo,,,,,,,,,,,,,,,,,,,,,,,,,,ISvo,A short time,Only when I have a cold or infection,Strongly disagree,no,,ISvo,yes,1405,,1399/12/18-13:30:07,1399/12/18-13:32:11,2021-03-08 13:30:07,2021-03-08 13:32:11,124,2.1,1000,1405,No
https://survey.porsline.ir/n/k/7qvDfHG/Rmwz?review_token=None,Rmwz,Male,43,ایرانی,,Diploma,Self-Employed,Fars,شيراز,Rmwz,Yes,No,Yes,Yes,No,Yes,Yes,No,Null,Yes,Never smoked,Rmwz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rmwz,,,,,,,,,,,,,,,,,,,,,,,,,,Rmwz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rmwz,,,,,,,,,,,,,,,,,,,,,,,,,,Rmwz,Never,No - Never,Strongly disagree,no,,Rmwz,yes,1405,,1399/12/18-13:24:00,1399/12/18-13:25:35,2021-03-08 13:24:00,2021-03-08 13:25:35,95,1.6,1000,1405,No
https://survey.porsline.ir/n/k/7qvDfHG/lquz?review_token=None,lquz,Male,38,ایرانی,,Middle School,Self-Employed,Fars,شيراز,lquz,Yes,Null,Yes,Yes,Yes,No,Yes,No,No,No,Never smoked,lquz,,,,,,,,,,,,,,,,,,,,,,,,,,,,lquz,,,,,,,,,,,,,,,,,,,,,,,,,,lquz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lquz,,,,,,,,,,,,,,,,,,,,,,,,,,lquz,Never,No - Never,Strongly disagree,no,,lquz,yes,1402,,1399/12/17-18:46:34,1399/12/17-18:51:05,2021-03-07 18:46:34,2021-03-07 18:51:05,271,4.5,1000,1402,No
https://survey.porsline.ir/n/k/7qvDfHG/DGIG?review_token=None,DGIG,Male,14,ایرانی,,High School,School Student,Fars,شيراز,DGIG,Yes,Null,Yes,No,No,No,Yes,No,No,Yes,Never smoked,DGIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGIG,,,,,,,,,,,,,,,,,,,,,,,,,,DGIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGIG,,,,,,,,,,,,,,,,,,,,,,,,,,DGIG,Sometimes,Only when I have a cold or infection,Strongly disagree,no,,DGIG,no,9999,,1399/12/17-18:46:40,1399/12/17-18:51:08,2021-03-07 18:46:40,2021-03-07 18:51:08,268,4.5,9999,9999,No
https://survey.porsline.ir/n/k/7qvDfHG/zcxZ?review_token=None,zcxZ,Male,34,ایرانی,,Master's Degree,Employee,Fars,شيراز,zcxZ,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Never smoked,zcxZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,zcxZ,,,,,,,,,,,,,,,,,,,,,,,,,,zcxZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zcxZ,,,,,,,,,,,,,,,,,,,,,,,,,,zcxZ,Never,Only when I have a cold or infection,Strongly disagree,no,,zcxZ,yes,1405,,1399/12/17-19:03:26,1399/12/17-19:05:09,2021-03-07 19:03:26,2021-03-07 19:05:09,103,1.7,1000,1405,No
